id;nombre_cliente;telefono;email;direccion_envio;fecha;estado;mp_payment_id;mp_status
4514;Mariana Ramírez;+57 304 966 6134;mariana.ramirez508@hotmail.com;Cl 101 #27-23, Buenos Aires, Medellín;2023-08-13 19:00:00;pendiente;Sin procesar;pending
5003;Manuela Sánchez;+57 318 325 1225;manuela.sanchez922@outlook.com;Cl 2 #86-31, Castilla, Medellín;2023-11-16 08:11:00;rechazado;22374906870;rejected
9733;Mateo González;+57 310 790 7371;mateo.gonzalez47@gmail.com;Transversal 88 #38-15, Bello, Medellín;2024-10-27 10:48:00;aprobado;26214603452;approved
7416;Sebastián Rodríguez;+57 312 584 7457;sebastian.rodriguez14@yahoo.com;Av 91 #43-34, Caldas, Medellín;2024-09-18 09:17:00;aprobado;31449440622;approved
7057;Nicolás Moreno;+57 310 313 6148;nicolas.moreno921@outlook.com;Transversal 23 #34-44, Guayabal, Medellín;2023-10-11 14:37:00;aprobado;49841178055;approved
5625;Sofía Torres;+57 318 916 7954;sofia.torres113@gmail.com;Diagonal 119 #88-10, Doce de Octubre, Medellín;2022-11-04 16:18:00;pendiente;Sin procesar;Sin procesar
256;Daniel Reyes;+57 312 034 9107;daniel.reyes314@gmail.com;Diagonal 46 #85-1, El Poblado, Medellín;2023-05-30 10:22:00;pendiente;Sin procesar;pending
6821;Andrés Herrera;+57 313 344 1497;andres.herrera559@hotmail.com;Diagonal 101 #56-7, Sabaneta, Medellín;2024-12-14 15:44:00;aprobado;71665246322;approved
6722;Nicolás Moreno;+57 312 080 6129;nicolas.moreno929@yahoo.com;Cl 75 #66-24, Sabaneta, Medellín;2023-08-24 08:48:00;aprobado;62080497865;approved
8488;Andrés Herrera;+57 312 010 4159;andres.herrera100@yahoo.com;Transversal 62 #89-22, El Poblado, Medellín;2022-06-09 19:37:00;pendiente;Sin procesar;pending
8116;Manuela Sánchez;+57 302 324 4079;manuela.sanchez705@hotmail.com;Cra 9 #1-10, Caldas, Medellín;2022-09-05 16:06:00;pendiente;Sin procesar;pending
7272;Sebastián Rodríguez;+57 311 014 6723;sebastian.rodriguez862@yahoo.com;Transversal 88 #57-43, Caldas, Medellín;2022-10-09 14:09:00;aprobado;27973612876;approved
8381;Laura Gutiérrez;+57 316 837 7441;laura.gutierrez983@outlook.com;Av 86 #36-26, San Javier, Medellín;2022-08-08 15:26:00;aprobado;10636370429;approved
181;Tomás Vargas;+57 314 409 7052;tomas.vargas480@outlook.com;Av 2 #21-23, Bello, Medellín;2024-10-27 11:22:00;aprobado;20793446753;approved
9227;Mateo González;+57 310 724 4617;mateo.gonzalez386@outlook.com;Transversal 85 #24-37, Bello, Medellín;2024-12-12 12:08:00;aprobado;59738833930;approved
737;Sara Álvarez;+57 300 231 1775;sara.alvarez779@hotmail.com;Cl 14 #23-47, San Javier, Medellín;2024-10-05 22:04:00;aprobado;46987844431;approved
7235;Sebastián Rodríguez;+57 317 590 2517;sebastian.rodriguez387@hotmail.com;Transversal 72 #26-13, Manrique, Medellín;2024-10-02 15:43:00;pendiente;Sin procesar;pending
8660;Sofía Torres;+57 317 319 0130;sofia.torres830@hotmail.com;Cra 47 #53-37, Copacabana, Medellín;2022-05-28 13:11:00;aprobado;88200508727;approved
9154;Laura Gutiérrez;+57 318 217 6619;laura.gutierrez81@hotmail.com;Transversal 39 #13-8, La Candelaria, Medellín;2023-04-18 08:38:00;aprobado;40161590288;approved
4119;Laura Gutiérrez;+57 311 512 4189;laura.gutierrez248@yahoo.com;Diagonal 80 #8-35, Envigado, Medellín;2024-08-22 22:58:00;rechazado;12805610094;rejected
5482;Santiago Martínez;+57 320 023 8503;santiago.martinez506@gmail.com;Transversal 116 #79-45, El Poblado, Medellín;2023-10-12 09:26:00;aprobado;86826307544;approved
684;Daniel Reyes;+57 301 078 3567;daniel.reyes311@hotmail.com;Cra 120 #8-2, Robledo, Medellín;2024-12-30 17:55:00;rechazado;13169357602;rejected
6181;Juan Pablo Gómez;+57 316 266 8217;juan.gomez121@yahoo.com;Av 25 #44-28, El Poblado, Medellín;2023-03-05 11:05:00;aprobado;66810073113;approved
8786;Felipe Ríos;+57 314 003 0102;felipe.rios450@hotmail.com;Av 6 #41-23, Caldas, Medellín;2023-05-16 12:08:00;aprobado;18919804562;approved
5849;Mariana Ramírez;+57 320 374 5843;mariana.ramirez540@yahoo.com;Av 90 #70-33, Envigado, Medellín;2022-04-21 13:57:00;rechazado;77095428414;rejected
8536;Mariana Ramírez;+57 304 483 1520;mariana.ramirez241@outlook.com;Diagonal 15 #3-32, El Poblado, Medellín;2023-08-07 12:37:00;pendiente;Sin procesar;Sin procesar
4302;Cristian Muñoz;+57 317 930 5966;cristian.muñoz802@gmail.com;Cra 71 #50-47, Buenos Aires, Medellín;2024-12-31 15:27:00;aprobado;71767174662;approved
249;Felipe Ríos;+57 305 413 8459;felipe.rios405@gmail.com;Transversal 36 #47-18, Manrique, Medellín;2022-01-26 09:19:00;rechazado;47950330172;rejected
7208;Julián Ortiz;+57 300 705 7836;julian.ortiz60@gmail.com;Av 115 #79-36, La América, Medellín;2022-05-12 15:11:00;pendiente;Sin procesar;Sin procesar
5730;Juan Pablo Gómez;+57 301 187 1813;juan.gomez209@yahoo.com;Transversal 48 #88-27, Belén, Medellín;2024-05-23 22:18:00;aprobado;53055735458;approved
6687;Esteban Ramos;+57 320 574 9025;esteban.ramos46@yahoo.com;Cl 117 #76-2, Envigado, Medellín;2023-03-10 20:20:00;aprobado;39806814635;approved
3999;Sofía Torres;+57 310 353 7513;sofia.torres456@outlook.com;Av 11 #46-36, Bello, Medellín;2022-06-06 22:23:00;aprobado;42664165100;approved
2053;Gabriela Pérez;+57 320 836 9294;gabriela.perez815@yahoo.com;Av 41 #16-6, Castilla, Medellín;2024-12-05 16:09:00;aprobado;39088288688;approved
2733;Natalia Vega;+57 301 648 7120;natalia.vega854@outlook.com;Cra 89 #22-5, Sabaneta, Medellín;2024-11-20 21:33:00;pendiente;Sin procesar;Sin procesar
3956;Nicolás Moreno;+57 316 415 5999;nicolas.moreno111@gmail.com;Cra 95 #46-29, Castilla, Medellín;2024-10-07 19:53:00;pendiente;Sin procesar;Sin procesar
8605;Lucía Castro;+57 314 864 5652;lucia.castro977@hotmail.com;Cra 105 #95-47, Robledo, Medellín;2024-05-31 16:17:00;pendiente;Sin procesar;pending
110;Natalia Vega;+57 312 053 4967;natalia.vega534@hotmail.com;Diagonal 38 #15-46, Envigado, Medellín;2024-06-29 22:27:00;aprobado;19719753809;approved
1909;Julián Ortiz;+57 310 131 5285;julian.ortiz283@outlook.com;Transversal 87 #10-46, La América, Medellín;2022-03-20 14:06:00;pendiente;Sin procesar;pending
584;Laura Gutiérrez;+57 315 032 9633;laura.gutierrez272@outlook.com;Cl 63 #24-47, La Candelaria, Medellín;2023-02-08 10:12:00;aprobado;82803272323;approved
7116;Julián Ortiz;+57 301 789 3206;julian.ortiz705@yahoo.com;Transversal 49 #81-38, Aranjuez, Medellín;2023-12-16 15:33:00;aprobado;52425212996;approved
7948;Laura Gutiérrez;+57 312 695 8741;laura.gutierrez225@gmail.com;Av 54 #58-21, Aranjuez, Medellín;2024-05-20 09:11:00;pendiente;Sin procesar;Sin procesar
2099;Andrés Herrera;+57 317 779 6304;andres.herrera275@hotmail.com;Diagonal 8 #72-50, La América, Medellín;2023-06-20 18:20:00;pendiente;Sin procesar;Sin procesar
896;Diego Cardona;+57 305 735 0476;diego.cardona227@hotmail.com;Transversal 27 #81-8, Caldas, Medellín;2023-07-11 10:38:00;aprobado;20218535207;approved
9059;Ana Lucía Medina;+57 301 083 5832;ana.medina859@outlook.com;Cl 38 #21-24, La América, Medellín;2024-04-26 11:35:00;aprobado;14037328522;approved
8628;Santiago Martínez;+57 301 867 0244;santiago.martinez25@hotmail.com;Cl 5 #35-48, Envigado, Medellín;2024-02-13 18:25:00;aprobado;48124799666;approved
7410;Nicolás Moreno;+57 304 906 3757;nicolas.moreno577@gmail.com;Av 43 #19-41, Belén, Medellín;2022-07-15 16:10:00;aprobado;89413135538;approved
7759;Samuel Díaz;+57 313 930 7464;samuel.diaz759@yahoo.com;Cl 5 #42-45, Girardota, Medellín;2024-04-12 21:00:00;pendiente;Sin procesar;pending
8189;Ana Lucía Medina;+57 310 357 7881;ana.medina944@gmail.com;Diagonal 90 #10-25, Sabaneta, Medellín;2022-01-28 10:33:00;aprobado;36483614345;approved
3350;Mateo González;+57 317 958 9477;mateo.gonzalez216@yahoo.com;Cl 22 #68-46, La Candelaria, Medellín;2022-01-21 13:26:00;pendiente;Sin procesar;pending
5110;Daniel Reyes;+57 316 331 8751;daniel.reyes63@outlook.com;Transversal 21 #9-23, Copacabana, Medellín;2023-08-04 13:40:00;pendiente;Sin procesar;pending
6983;Mariana Ramírez;+57 314 459 6488;mariana.ramirez657@hotmail.com;Cra 76 #20-7, Robledo, Medellín;2023-07-28 10:16:00;pendiente;Sin procesar;pending
6275;Diego Cardona;+57 310 999 4973;diego.cardona173@gmail.com;Cl 28 #12-40, Sabaneta, Medellín;2022-10-21 10:30:00;aprobado;19978660194;approved
2722;Natalia Vega;+57 315 426 8774;natalia.vega702@gmail.com;Transversal 116 #56-42, Guayabal, Medellín;2022-12-31 08:55:00;aprobado;73803338267;approved
3503;Ana Lucía Medina;+57 314 836 5203;ana.medina453@yahoo.com;Transversal 25 #1-38, Buenos Aires, Medellín;2023-11-04 09:58:00;aprobado;48293099908;approved
550;Manuela Sánchez;+57 315 476 0440;manuela.sanchez995@gmail.com;Diagonal 78 #81-30, La Candelaria, Medellín;2022-12-22 15:47:00;rechazado;57408680509;rejected
2899;Valentina García;+57 318 216 1070;valentina.garcia322@gmail.com;Transversal 36 #25-42, Caldas, Medellín;2022-02-04 13:53:00;aprobado;91545409901;approved
6606;Felipe Ríos;+57 311 013 8241;felipe.rios177@outlook.com;Cra 36 #78-13, Bello, Medellín;2024-04-18 10:40:00;rechazado;45696179813;rejected
9309;Juan Pablo Gómez;+57 318 197 1112;juan.gomez748@gmail.com;Cl 41 #76-41, Laureles, Medellín;2022-12-13 20:00:00;aprobado;59984595812;approved
4043;Gabriela Pérez;+57 305 324 0642;gabriela.perez286@hotmail.com;Transversal 41 #53-15, Robledo, Medellín;2023-07-13 22:12:00;pendiente;Sin procesar;Sin procesar
8027;Mariana Ramírez;+57 310 955 8720;mariana.ramirez973@outlook.com;Cl 69 #73-14, Castilla, Medellín;2023-12-12 18:51:00;aprobado;53840650851;approved
4407;María José Suárez;+57 301 834 3740;maria.suarez945@gmail.com;Transversal 85 #81-12, La Candelaria, Medellín;2022-10-14 15:37:00;rechazado;88908353565;rejected
5282;Salomé Jiménez;+57 316 150 2675;salome.jimenez345@gmail.com;Cl 117 #46-20, Itagüí, Medellín;2024-08-14 16:11:00;aprobado;72777871926;approved
6543;Sara Álvarez;+57 312 345 9576;sara.alvarez308@gmail.com;Cl 98 #65-7, Castilla, Medellín;2024-05-22 20:17:00;aprobado;12547242254;approved
9779;Mateo González;+57 316 839 2250;mateo.gonzalez994@gmail.com;Av 102 #99-10, Guayabal, Medellín;2024-07-28 14:10:00;aprobado;36403272857;approved
3025;Natalia Vega;+57 304 361 3285;natalia.vega6@outlook.com;Cl 45 #13-31, Copacabana, Medellín;2024-03-18 19:13:00;pendiente;Sin procesar;Sin procesar
1570;Laura Gutiérrez;+57 311 252 6546;laura.gutierrez612@outlook.com;Transversal 10 #45-32, Girardota, Medellín;2022-02-25 11:56:00;aprobado;43362635647;approved
27;Nicolás Moreno;+57 314 961 3273;nicolas.moreno46@hotmail.com;Av 56 #12-22, San Javier, Medellín;2023-01-04 14:09:00;aprobado;62875737846;approved
6582;Valentina García;+57 311 046 4197;valentina.garcia515@yahoo.com;Diagonal 92 #43-35, Guayabal, Medellín;2022-08-17 20:11:00;aprobado;21487830242;approved
9670;Isabella Hernández;+57 305 389 7607;isabella.hernandez289@gmail.com;Cra 112 #63-30, Guayabal, Medellín;2022-04-13 22:38:00;pendiente;Sin procesar;Sin procesar
386;Alejandro Ruiz;+57 313 424 5607;alejandro.ruiz333@yahoo.com;Cra 77 #15-23, El Poblado, Medellín;2024-12-24 19:25:00;aprobado;19342557376;approved
8085;Juan Pablo Gómez;+57 311 457 9389;juan.gomez470@gmail.com;Cra 42 #48-3, Sabaneta, Medellín;2022-07-27 14:32:00;pendiente;Sin procesar;Sin procesar
6566;Cristian Muñoz;+57 300 241 6139;cristian.muñoz268@yahoo.com;Transversal 66 #70-16, El Poblado, Medellín;2024-02-06 17:30:00;aprobado;46236405585;approved
8218;Felipe Ríos;+57 315 096 2440;felipe.rios417@hotmail.com;Cra 101 #54-43, Sabaneta, Medellín;2023-07-17 12:29:00;aprobado;40482017278;approved
1045;Samuel Díaz;+57 314 497 9695;samuel.diaz555@outlook.com;Diagonal 120 #72-1, La América, Medellín;2023-11-29 13:22:00;pendiente;Sin procesar;pending
8721;Gabriela Pérez;+57 316 264 6091;gabriela.perez647@outlook.com;Transversal 45 #11-14, Bello, Medellín;2024-01-27 12:18:00;rechazado;12007382296;rejected
5762;Isabella Hernández;+57 314 660 4873;isabella.hernandez385@hotmail.com;Diagonal 78 #16-7, San Javier, Medellín;2023-03-24 11:07:00;aprobado;84737226313;approved
9819;Alejandro Ruiz;+57 305 551 5888;alejandro.ruiz402@hotmail.com;Diagonal 64 #97-30, Buenos Aires, Medellín;2024-07-09 10:59:00;aprobado;50372926073;approved
7603;Valentina García;+57 315 216 9666;valentina.garcia194@gmail.com;Transversal 29 #18-40, Caldas, Medellín;2024-10-27 09:38:00;aprobado;14060844441;approved
7732;Lucía Castro;+57 315 150 9688;lucia.castro885@hotmail.com;Cl 59 #48-47, Aranjuez, Medellín;2022-12-25 15:59:00;aprobado;28565959072;approved
7704;Andrés Herrera;+57 318 616 4819;andres.herrera663@gmail.com;Diagonal 62 #93-4, Buenos Aires, Medellín;2024-03-26 21:52:00;aprobado;63100283852;approved
7210;María José Suárez;+57 311 112 4912;maria.suarez376@outlook.com;Av 19 #32-31, Robledo, Medellín;2023-06-26 09:21:00;rechazado;77469997237;rejected
4839;Ana Lucía Medina;+57 316 757 4949;ana.medina37@hotmail.com;Cl 67 #37-2, Aranjuez, Medellín;2024-01-30 17:23:00;pendiente;Sin procesar;Sin procesar
7788;María José Suárez;+57 316 742 2294;maria.suarez880@outlook.com;Av 82 #30-2, Robledo, Medellín;2023-09-13 10:37:00;pendiente;Sin procesar;Sin procesar
8468;Nicolás Moreno;+57 311 792 5298;nicolas.moreno322@yahoo.com;Diagonal 111 #63-42, Itagüí, Medellín;2024-11-12 15:11:00;aprobado;65392767066;approved
8314;Salomé Jiménez;+57 301 488 8107;salome.jimenez581@hotmail.com;Cl 33 #95-12, Aranjuez, Medellín;2023-04-13 19:45:00;aprobado;15057026256;approved
3114;Esteban Ramos;+57 316 128 4033;esteban.ramos250@outlook.com;Diagonal 13 #69-4, La América, Medellín;2022-05-30 11:30:00;pendiente;Sin procesar;Sin procesar
7919;Daniel Reyes;+57 313 444 8354;daniel.reyes695@yahoo.com;Diagonal 15 #97-12, La Candelaria, Medellín;2022-01-14 13:57:00;aprobado;33604229433;approved
4992;Mateo González;+57 301 758 2313;mateo.gonzalez219@yahoo.com;Transversal 40 #41-50, Bello, Medellín;2024-08-24 09:43:00;pendiente;Sin procesar;pending
3145;Sara Álvarez;+57 317 622 9258;sara.alvarez486@outlook.com;Av 30 #34-31, Buenos Aires, Medellín;2024-01-30 10:19:00;aprobado;60365834372;approved
6969;Laura Gutiérrez;+57 314 660 6065;laura.gutierrez662@hotmail.com;Diagonal 99 #36-2, Robledo, Medellín;2023-03-04 18:45:00;aprobado;11604063728;approved
9144;Lucía Castro;+57 313 339 8741;lucia.castro77@hotmail.com;Cl 42 #93-31, Girardota, Medellín;2024-08-20 08:49:00;aprobado;42156597758;approved
972;Mariana Ramírez;+57 301 054 8574;mariana.ramirez114@outlook.com;Cl 113 #96-5, La América, Medellín;2024-04-27 21:09:00;rechazado;51187913110;rejected
4244;Gabriela Pérez;+57 305 902 1666;gabriela.perez826@outlook.com;Cra 107 #68-4, Bello, Medellín;2024-04-02 08:36:00;aprobado;18571270663;approved
8828;Manuela Sánchez;+57 312 495 1191;manuela.sanchez998@gmail.com;Transversal 21 #66-6, Girardota, Medellín;2024-08-17 17:41:00;rechazado;21819352065;rejected
7631;Ana Lucía Medina;+57 312 251 2957;ana.medina541@outlook.com;Cra 52 #74-19, Laureles, Medellín;2024-03-09 08:00:00;aprobado;67219204910;approved
5352;Isabella Hernández;+57 313 739 5923;isabella.hernandez792@hotmail.com;Cl 40 #24-7, Laureles, Medellín;2024-12-28 17:54:00;pendiente;Sin procesar;pending
6235;Gabriela Pérez;+57 314 112 8981;gabriela.perez167@hotmail.com;Cra 63 #95-39, Guayabal, Medellín;2023-10-11 14:12:00;aprobado;22821130676;approved
8336;Diego Cardona;+57 301 700 6661;diego.cardona364@yahoo.com;Av 108 #9-28, Buenos Aires, Medellín;2023-04-15 19:05:00;aprobado;78186650904;approved
5297;Valentina García;+57 300 232 9028;valentina.garcia160@hotmail.com;Diagonal 98 #5-4, Caldas, Medellín;2023-03-06 21:47:00;rechazado;93200835297;rejected
2862;Alejandro Ruiz;+57 320 822 5120;alejandro.ruiz510@hotmail.com;Av 52 #81-24, Manrique, Medellín;2023-10-20 08:50:00;aprobado;11424134054;approved
2365;Natalia Vega;+57 320 608 6982;natalia.vega162@gmail.com;Cra 45 #29-6, Castilla, Medellín;2022-05-16 09:30:00;aprobado;70058111645;approved
9884;Julián Ortiz;+57 317 047 7425;julian.ortiz673@yahoo.com;Transversal 86 #92-7, La Candelaria, Medellín;2024-10-06 19:53:00;rechazado;40605219610;rejected
3696;Manuela Sánchez;+57 315 116 4913;manuela.sanchez232@yahoo.com;Cl 94 #85-20, La América, Medellín;2024-08-04 18:37:00;pendiente;Sin procesar;pending
9493;Lucía Castro;+57 316 060 3202;lucia.castro650@gmail.com;Cl 21 #51-21, Laureles, Medellín;2024-09-11 15:54:00;aprobado;96705718565;approved
7408;Julián Ortiz;+57 304 794 8714;julian.ortiz672@yahoo.com;Av 115 #24-17, La América, Medellín;2024-09-25 20:35:00;aprobado;25733530685;approved
6136;María José Suárez;+57 302 129 3289;maria.suarez435@hotmail.com;Av 7 #52-19, San Javier, Medellín;2024-04-12 14:57:00;rechazado;54959735478;rejected
1227;Isabella Hernández;+57 305 843 9910;isabella.hernandez774@outlook.com;Cl 19 #62-11, Aranjuez, Medellín;2024-12-03 20:10:00;aprobado;88988742110;approved
3708;Sofía Torres;+57 305 261 9237;sofia.torres146@yahoo.com;Av 2 #82-8, Bello, Medellín;2023-09-30 16:06:00;pendiente;Sin procesar;pending
8868;Andrés Herrera;+57 316 972 1540;andres.herrera391@yahoo.com;Cra 81 #60-28, Girardota, Medellín;2022-11-12 22:45:00;aprobado;51912264562;approved
1616;Esteban Ramos;+57 314 113 5996;esteban.ramos835@outlook.com;Cra 45 #83-29, Doce de Octubre, Medellín;2024-06-12 08:25:00;pendiente;Sin procesar;pending
6576;Ana Lucía Medina;+57 317 527 1559;ana.medina552@hotmail.com;Av 107 #40-7, Belén, Medellín;2024-11-04 13:39:00;rechazado;34221360704;rejected
7954;Ana Lucía Medina;+57 310 575 2250;ana.medina115@hotmail.com;Transversal 40 #65-45, Copacabana, Medellín;2023-08-30 20:35:00;aprobado;93313652038;approved
4486;Samuel Díaz;+57 300 733 3373;samuel.diaz149@gmail.com;Av 32 #3-40, La Candelaria, Medellín;2024-06-17 14:35:00;aprobado;33245752705;approved
